user_id,no_of_purchase_times
1515915625594188803,9
1515915625594155753,9
1515915625600036211,9
1515915625555452686,9
1515915625566086186,9
1515915625556515627,9
1515915625533583923,9
1515915625539597473,9
1515915625543801351,9
1515915625594464490,9
1515915625538949765,9
1515915625603130737,8
1515915625522915522,8
1515915625595601903,8
1515915625543759446,8
1515915625562116062,8
1515915625572085684,8
1515915625566567265,8
1515915625536797844,8
1515915625530586178,8
1515915625597551348,8
1515915625531040538,8
1515915625531149280,8
1515915625610882281,8
1515915625594798362,8
1515915625566371385,8
1515915625526916238,8
1515915625533335454,8
1515915625527723245,8
1515915625570044479,8
1515915625598850304,8
1515915625537910207,8
1515915625539228856,8
1515915625608857123,8
1515915625547493831,8
1515915625556037933,8
1515915625595367921,8
1515915625543903423,8
1515915625540554015,8
1515915625541689703,8
1515915625596465982,8
1515915625536787309,8
1515915625562244353,8
1515915625534318792,8
1515915625596587485,8
1515915625573175046,8
1515915625534650223,8
1515915625591920218,8
1515915625599393447,8
1515915625531165354,8
1515915625565521754,8
1515915625536584277,8
1515915625600156530,8
1515915625542102075,8
1515915625594781940,8
1515915625539351769,8
1515915625609735157,8
1515915625523977856,8
1515915625572343523,8
1515915625543873006,8
1515915625560075757,8
1515915625562232898,8
1515915625545482796,8
1515915625526695411,8
1515915625561641926,8
1515915625561743784,8
1515915625536769539,8
1515915625573761280,8
1515915625568957659,8
1515915625546044173,8
1515915625524999588,8
1515915625595178653,8
1515915625564728538,8
1515915625603330722,8
1515915625597621180,8
1515915625533749370,8
1515915625513600866,8
1515915625564332179,8
1515915625561999844,8
1515915625592612760,8
1515915625600140651,8
1515915625537630874,8
1515915625598520750,8
1515915625598545150,8
1515915625564934132,8
1515915625532156477,8
1515915625538262209,8
1515915625534991572,8
1515915625527949577,8
1515915625540937376,8
1515915625531916891,8
1515915625594857363,8
1515915625608939386,8
1515915625609265999,8
1515915625385482819,8
1515915625595131159,8
1515915625546244681,8
1515915625547913666,8
1515915625539835088,8
1515915625573796111,8
1515915625529227203,8
1515915625541614149,8
1515915625566326919,7
1515915625564193941,7
1515915625608806337,7
1515915625531435917,7
1515915625592929984,7
1515915625530581820,7
1515915625539397019,7
1515915625573209976,7
1515915625532034872,7
1515915625531264654,7
1515915625537122629,7
1515915625594313246,7
1515915625562163238,7
1515915625542199639,7
1515915625539570132,7
1515915625523394329,7
1515915625599491887,7
1515915625606670713,7
1515915625594999516,7
1515915625539653769,7
1515915625593147719,7
1515915625571659737,7
1515915625522586325,7
1515915625598109479,7
1515915625538590759,7
1515915625532575273,7
1515915625569067023,7
1515915625536659936,7
1515915625603694506,7
1515915625573700047,7
1515915625536543771,7
1515915625536484287,7
1515915625592304353,7
1515915625592815904,7
1515915625598774204,7
1515915625525803347,7
1515915625598792859,7
1515915625531545699,7
1515915625594570666,7
1515915625540195736,7
1515915625542535600,7
1515915625526400594,7
1515915625539719098,7
1515915625595135994,7
1515915625545577019,7
1515915625568540115,7
1515915625536432321,7
1515915625527848165,7
1515915625556185983,7
1515915625534466607,7
1515915625524861516,7
1515915625543493280,7
1515915625532329254,7
1515915625536970374,7
1515915625546266814,7
1515915625526401449,7
1515915625546432966,7
1515915625565878311,7
1515915625579292757,7
1515915625536440039,7
1515915625569669495,7
1515915625591146902,7
1515915625563721753,7
1515915625563305553,7
1515915625537032857,7
1515915625393382317,7
1515915625603460163,7
1515915625591931224,7
1515915625522522111,7
1515915625531043828,7
1515915625524134096,7
1515915625537849895,7
1515915625595003147,7
1515915625529546913,7
1515915625610410944,7
1515915625594560001,7
1515915625593577596,7
1515915625564006300,7
1515915625606392936,7
1515915625528357291,7
1515915625598915724,7
1515915625599590340,7
1515915625521034885,7
1515915625599846136,7
1515915625595030922,7
1515915625601662357,7
1515915625566109927,7
1515915625602721694,7
1515915625525339152,7
1515915625566350652,7
1515915625564724942,7
1515915625572604747,7
1515915625539855051,7
1515915625556888545,7
1515915625524630866,7
1515915625610176364,6
1515915625539390705,6
1515915625533339261,6
1515915625594757124,6
1515915625608525963,6
1515915625532416717,6
1515915625588766425,6
1515915625596298594,6
1515915625564833833,6
1515915625526009435,6
1515915625565959199,6
1515915625609480528,6
1515915625603143175,6
1515915625541011788,6
1515915625526914687,6
1515915625540236673,6
1515915625603287577,6
1515915625569657245,6
1515915625540286935,6
1515915625537738865,6
1515915625604210635,6
1515915625529563809,6
1515915625594750390,6
1515915625609116743,6
1515915625531491068,6
1515915625593387138,6
1515915625599514671,6
1515915625526895461,6
1515915625591658170,6
1515915625564612174,6
1515915625569245075,6
1515915625596830801,6
1515915625541475912,6
1515915625592057413,6
1515915625605322827,6
1515915625564741068,6
1515915625598069419,6
1515915625531004943,6
1515915625531272459,6
1515915625532175674,6
1515915625592953270,6
1515915625526809272,6
1515915625535803339,6
1515915625550859896,6
1515915625527968796,6
1515915625536047299,6
1515915625609900598,6
1515915625595442439,6
1515915625595664746,6
1515915625533723842,6
1515915625526653093,6
1515915625595979447,6
1515915625573270343,6
1515915625530360862,6
1515915625568831949,6
1515915625536903516,6
1515915625534158178,6
1515915625516747708,6
1515915625534236735,6
1515915625567667448,6
1515915625597759321,6
1515915625522278590,6
1515915625567804517,6
1515915625570111400,6
1515915625604697207,6
1515915625564106007,6
1515915625605207892,6
1515915625532993619,6
1515915625530958759,6
1515915625527743089,6
1515915625605398803,6
1515915625498093228,6
1515915625596223978,6
1515915625542353755,6
1515915625598628728,6
1515915625592964754,6
1515915625526797470,6
1515915625521819163,6
1515915625593242589,6
1515915625533245805,6
1515915625504063355,6
1515915625606938809,6
1515915625542846786,6
1515915625547955131,6
1515915625473938034,6
1515915625523761225,6
1515915625594827749,6
1515915625528252103,6
1515915625608439301,6
1515915625553186590,6
1515915625608942796,6
1515915625465740126,6
1515915625609560574,6
1515915625600420653,6
1515915625556205341,6
1515915625539597902,6
1515915625610333418,6
1515915625602683988,6
1515915625601170469,6
1515915625560076119,6
1515915625595764464,6
1515915625520342229,6
1515915625533783256,6
1515915625595888294,6
1515915625545610874,6
1515915625536509513,6
1515915625545525650,6
1515915625573188176,6
1515915625520921422,6
1515915625458303287,6
1515915625561580027,6
1515915625529880051,6
1515915625573660095,6
1515915625536735025,6
1515915625572998150,6
1515915625521888302,6
1515915625603180074,6
1515915625561645652,6
1515915625562190148,6
1515915625574034454,6
1515915625536795882,6
1515915625532575222,6
1515915625562475509,6
1515915625542801177,6
1515915625538335444,6
1515915625546444056,6
1515915625523676827,6
1515915625546366700,6
1515915625540495491,6
1515915625546459056,6
1515915625545646680,6
1515915625546388704,6
1515915625469270684,6
1515915625540701978,6
1515915625527417534,6
1515915625596905290,6
1515915625569734166,6
1515915625570015283,6
1515915625546865307,6
1515915625604019831,6
1515915625540938748,6
1515915625605107639,6
1515915625591888786,6
1515915625533596889,6
1515915625602990960,6
1515915625522295955,6
1515915625592390066,6
1515915625537486418,6
1515915625525211280,6
1515915625538287533,6
1515915625522410803,6
1515915625597978284,6
1515915625596906644,6
1515915625531900311,6
1515915625592465582,6
1515915625605629547,6
1515915625598423104,6
1515915625610402425,6
1515915625524431404,6
1515915625533198359,6
1515915625606074259,6
1515915625548230440,6
1515915625605925184,6
1515915625593325624,6
1515915625542898607,6
1515915625538224116,6
1515915625519995261,6
1515915625522826106,6
1515915625561634842,6
1515915625606614484,6
1515915625593976475,6
1515915625599389264,6
1515915625529402494,6
1515915625591529782,6
1515915625593865132,6
1515915625549215849,6
1515915625509504933,6
1515915625607776914,6
1515915625607800341,6
1515915625538726809,6
1515915625571481161,6
1515915625562564438,6
1515915625608206068,6
1515915625533208797,6
1515915625600115981,6
1515915625533445284,6
1515915625599847012,6
1515915625608375457,6
1515915625600276184,6
1515915625531339818,6
1515915625609153632,6
1515915625541399907,6
1515915625571563329,6
1515915625522253494,6
1515915625608785534,6
1515915625595162880,6
1515915625538177438,6
1515915625546359455,6
1515915625543658523,6
1515915625594821333,6
1515915625610109918,6
1515915625536255336,6
1515915625592375250,6
1515915625541531905,6
1515915625600697280,6
1515915625539785872,6
1515915625566553524,6
1515915625567061897,6
1515915625539924218,6
1515915625570730716,5
1515915625535959009,5
1515915625593483918,5
1515915625516359835,5
1515915625604279446,5
1515915625513574486,5
1515915625596222235,5
1515915625563397283,5
1515915625592315845,5
1515915625537701984,5
1515915625606910518,5
1515915625538626799,5
1515915625542161419,5
1515915625569659588,5
1515915625532283625,5
1515915625565477424,5
1515915625605779056,5
1515915625568055715,5
1515915625474888347,5
1515915625564468390,5
1515915625606623682,5
1515915625522910615,5
1515915625522991213,5
1515915625538959490,5
1515915625608199642,5
1515915625567068386,5
1515915625536777378,5
1515915625536966114,5
1515915625570928317,5
1515915625536783347,5
1515915625531398309,5
1515915625522260149,5
1515915625531002035,5
1515915625564953464,5
1515915625522669887,5
1515915625540287389,5
1515915625541208444,5
1515915625591060867,5
1515915625538681434,5
1515915625529116963,5
1515915625519495480,5
1515915625557009657,5
1515915625446257195,5
1515915625566000460,5
1515915625545946966,5
1515915625540311584,5
1515915625539217208,5
1515915625524460823,5
1515915625545611361,5
1515915625573590570,5
1515915625595859660,5
1515915625600384906,5
1515915625532052010,5
1515915625573436886,5
1515915625562065226,5
1515915625545914713,5
1515915625579960702,5
1515915625572784459,5
1515915625562102517,5
1515915625596713513,5
1515915625596688994,5
1515915625569233423,5
1515915625569424364,5
1515915625597665400,5
1515915625529536770,5
1515915625592304053,5
1515915625591800537,5
1515915625520569929,5
1515915625546927258,5
1515915625547006265,5
1515915625528083280,5
1515915625547745516,5
1515915625598347656,5
1515915625591544795,5
1515915625593513134,5
1515915625599719498,5
1515915625531828736,5
1515915625594759803,5
1515915625534549826,5
1515915625525625987,5
1515915625608721191,5
1515915625590975689,5
1515915625594758459,5
1515915625556525568,5
1515915625566146403,5
1515915625595141953,5
1515915625401378765,5
1515915625537555152,5
1515915625528489642,5
1515915625541432729,5
1515915625539742131,5
1515915625541429198,5
1515915625529901373,5
1515915625540428026,5
1515915625543691468,5
1515915625567611116,5
1515915625536653515,5
1515915625572954660,5
1515915625540831164,5
1515915625579869782,5
1515915625523505830,5
1515915625603069681,5
1515915625534033116,5
1515915625590966262,5
1515915625527172900,5
1515915625562576871,5
1515915625574152014,5
1515915625545471734,5
1515915625569497803,5
1515915625533808310,5
1515915625532654879,5
1515915625569290886,5
1515915625603939701,5
1515915625527459011,5
1515915625600294691,5
1515915625569757221,5
1515915625540327003,5
1515915625569855725,5
1515915625603686353,5
1515915625591465971,5
1515915625526757478,5
1515915625542265276,5
1515915625597592376,5
1515915625563421642,5
1515915625532615740,5
1515915625592684342,5
1515915625564291324,5
1515915625564466432,5
1515915625527193795,5
1515915625571195603,5
1515915625536278657,5
1515915625522516345,5
1515915625425059411,5
1515915625532876196,5
1515915625604228454,5
1515915625522627358,5
1515915625592861404,5
1515915625592745241,5
1515915625546010141,5
1515915625528143066,5
1515915625530799405,5
1515915625598503096,5
1515915625506722711,5
1515915625564955189,5
1515915625526873385,5
1515915625504784533,5
1515915625597833461,5
1515915625564151479,5
1515915625541794215,5
1515915625535668877,5
1515915625608176398,5
1515915625601252927,5
1515915625566417082,5
1515915625528574764,5
1515915625608840409,5
1515915625537222722,5
1515915625600191820,5
1515915625600639122,5
1515915625571677454,5
1515915625555388405,5
1515915625595859951,5
1515915625545918080,5
1515915625608148879,5
1515915625523833635,5
1515915625529006743,5
1515915625598931145,5
1515915625571988998,5
1515915625595283684,5
1515915625526297047,5
1515915625556727332,5
1515915625540244360,5
1515915625523859899,5
1515915625566345432,5
1515915625569463801,5
1515915625524435421,5
1515915625541206604,5
1515915625519762021,5
1515915625524445292,5
1515915625596105015,5
1515915625541779938,5
1515915625598624106,5
1515915625567975527,5
1515915625520167554,5
1515915625518278964,5
1515915625528497967,5
1515915625567643192,5
1515915625596225536,5
1515915625533899544,5
1515915625567960259,5
1515915625545996108,5
1515915625567009027,5
1515915625562282746,5
1515915625580903818,5
1515915625536424351,5
1515915625527331178,5
1515915625572653249,5
1515915625574738867,5
1515915625530405762,5
1515915625582621719,5
1515915625590979006,5
1515915625534756584,5
1515915625563326356,5
1515915625532015143,5
1515915625563339700,5
1515915625563325623,5
1515915625603915934,5
1515915625587018414,5
1515915625527457604,5
1515915625520413119,5
1515915625371158307,5
1515915625591529403,5
1515915625532719624,5
1515915625520443825,5
1515915625528272919,5
1515915625542199632,5
1515915625537198657,5
1515915625597063442,5
1515915625604304837,5
1515915625540939532,5
1515915625570261342,5
1515915625604914191,5
1515915625556735799,5
1515915625604758458,5
1515915625537435795,5
1515915625547022394,5
1515915625592623412,5
1515915625540523971,5
1515915625527766536,5
1515915625564252398,5
1515915625537261125,5
1515915625534216924,5
1515915625592145375,5
1515915625571315965,5
1515915625530911823,5
1515915625522521916,5
1515915625364062846,5
1515915625547327649,5
1515915625598032491,5
1515915625605396668,5
1515915625537513806,5
1515915625598152566,5
1515915625527830190,5
1515915625591699469,5
1515915625542468034,5
1515915625598122429,5
1515915625531990224,5
1515915625592379321,5
1515915625367150883,5
1515915625536453422,5
1515915625605530296,5
1515915625537852081,5
1515915625530338453,5
1515915625547855324,5
1515915625547763817,5
1515915625592964307,5
1515915625541106516,5
1515915625537879008,5
1515915625511032339,5
1515915625610857612,5
1515915625605646413,5
1515915625540130942,5
1515915625604231171,5
1515915625540574755,5
1515915625593422838,5
1515915625598685163,5
1515915625605933757,5
1515915625527450752,5
1515915625591646977,5
1515915625526320197,5
1515915625606197784,5
1515915625531398187,5
1515915625607359765,5
1515915625543043197,5
1515915625599191747,5
1515915625522231267,5
1515915625599444111,5
1515915625542986966,5
1515915625368479327,5
1515915625531480352,5
1515915625607402043,5
1515915625532485790,5
1515915625607634262,5
1515915625565382582,5
1515915625533339635,5
1515915625525638548,5
1515915625598785688,5
1515915625608066763,5
1515915625528226905,5
1515915625537652315,5
1515915625599757394,5
1515915625596935396,5
1515915625593357528,5
1515915625561676020,5
1515915625599961274,5
1515915625542504660,5
1515915625608316740,5
1515915625533402612,5
1515915625565741092,5
1515915625550039182,5
1515915625526134903,5
1515915625539064119,5
1515915625539279532,5
1515915625528589270,5
1515915625600576086,5
1515915625526195118,5
1515915625537538230,5
1515915625528190486,5
1515915625543287733,5
1515915625556331837,5
1515915625600163639,5
1515915625543269676,5
1515915625543277109,5
1515915625609236087,5
1515915625518086046,5
1515915625537161515,5
1515915625523705734,5
1515915625595111213,5
1515915625528223631,5
1515915625560247311,5
1515915625601487557,5
1515915625610445905,5
1515915625533404987,5
1515915625609615378,5
1515915625601200061,5
1515915625594889077,5
1515915625600932303,5
1515915625541428402,5
1515915625595366843,5
1515915625539363999,5
1515915625540428176,5
1515915625526439236,5
1515915625556772309,5
1515915625529068754,5
1515915625600079059,5
1515915625521525149,5
1515915625572544990,5
1515915625567027082,5
1515915625544021043,5
1515915625524580232,5
1515915625595893737,5
1515915625560913361,5
1515915625541547862,5
1515915625600697393,5
1515915625606816688,5
1515915625572092368,4
1515915625531199338,4
1515915625566139741,4
1515915625595494338,4
1515915625572139081,4
1515915625595859763,4
1515915625529442855,4
1515915625544023165,4
1515915625526401747,4
1515915625527909323,4
1515915625572277840,4
1515915625572450080,4
1515915625595745352,4
1515915625593296412,4
1515915625566261864,4
1515915625567133902,4
1515915625566184244,4
1515915625526382468,4
1515915625533592718,4
1515915625594377821,4
1515915625556714457,4
1515915625528942562,4
1515915625595476045,4
1515915625529154793,4
1515915625537803839,4
1515915625520783109,4
1515915625592362908,4
1515915625556324969,4
1515915625529301186,4
1515915625566516008,4
1515915625572395277,4
1515915625572777480,4
1515915625567129806,4
1515915625560105759,4
1515915625532311320,4
1515915625529175062,4
1515915625519739637,4
1515915625533719385,4
1515915625547314413,4
1515915625539488638,4
1515915625591127346,4
1515915625539515658,4
1515915625570221115,4
1515915625566231935,4
1515915625563841470,4
1515915625566310628,4
1515915625539616156,4
1515915625528584592,4
1515915625532087318,4
1515915625538464398,4
1515915625529090682,4
1515915625521211113,4
1515915625528629883,4
1515915625533670973,4
1515915625538998695,4
1515915625572487981,4
1515915625539647224,4
1515915625556436530,4
1515915625595442111,4
1515915625529252372,4
1515915625537175599,4
1515915625534010592,4
1515915625572361889,4
1515915625595706993,4
1515915625595718377,4
1515915625521281502,4
1515915625565191178,4
1515915625543944828,4
1515915625572671494,4
1515915625547419957,4
1515915625544053623,4
1515915625514766440,4
1515915625595795951,4
1515915625529380823,4
